video_id,title,description,url,channel_id,channel_title,published_at,view_count,like_count,comment_count,duration,thumbnail_url,content_type,metadata,keyword
hojUF_L5KD0,"AKSI DEMO TOLAK REVISI UU PILKADA, PUKUL 17.30 SORE","JAKARTA, KOMPAS.TV - Liputan, AKSI DEMO TOLAK REVISI UU PILKADA , PUKUL 17.30 WIB Sore tolakruupilkada ...",https://www.youtube.com/watch?v=hojUF_L5KD0,UCRdwWPjiCuG37GIsnt4breg,KOMPASTV MAKASSAR,1 tahun yang lalu,0,0,0,3.15,https://i.ytimg.com/vi/hojUF_L5KD0/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAw9qieVPUBre2z3XmeK7e77XvGfw,video,"{'scraped_at': '2026-01-08T16:33:12.139859', 'scraper': 'youtube', 'keywords': ['demo', 'revisi', 'liputan', 'sore', 'wib', 'aksi', 'jakarta', 'tolakruupilkada', 'kompas', 'pilkada'], 'language': 'id'}",revisi UU Pilkada
lP2gG7YmFig,Jokowi Puji Pembatalan Revisi UU Pilkada oleh DPR | Liputan6,LIPUTAN6.COM - Jokowi Puji Pembatalan Revisi UU Pilkada oleh DPR | Liputan6 Kantor pos polisi Kebon Sereh di Utan Kayu ...,https://www.youtube.com/watch?v=lP2gG7YmFig,UC1QpnGo11epfexw1bIiTHTg,Liputan6,1 tahun yang lalu,0,0,0,4.01,https://i.ytimg.com/vi/lP2gG7YmFig/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCWbGop29GCt2dtoyTxAl86_8xtcw,video,"{'scraped_at': '2026-01-08T16:33:12.139859', 'scraper': 'youtube', 'keywords': ['pos', 'revisi', 'com', 'puji', 'dpr', 'kantor', 'oleh', 'liputan6', 'utan', 'sereh'], 'language': 'id'}",revisi UU Pilkada
XiuGjgBQ_Xs,Mahasiswa Tuntut Revisi UU Pilkada Dibatalkan,KOMPAS.TV - Mahasiswa di sejumlah universitas turun ke jalan untuk menyuarakan protes terhadap revisi Undang-Undang ( UU ) ...,https://www.youtube.com/watch?v=XiuGjgBQ_Xs,UCYNpIdSp5xvvQzgOHtw2RAw,KOMPASTV JAWA TIMUR,1 tahun yang lalu,0,0,0,9.07,https://i.ytimg.com/vi/XiuGjgBQ_Xs/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDg9j-EMlGvzvNx7uUXlH0fY8eo2A,video,"{'scraped_at': '2026-01-08T16:33:12.139859', 'scraper': 'youtube', 'keywords': ['terhadap', 'revisi', 'dibatalkan', 'protes', 'universitas', 'tuntut', 'pilkada', 'jalan', 'menyuarakan', 'kompas'], 'language': 'id'}",revisi UU Pilkada
3fTfXfekhlU,"Demo Tolak Revisi UU Pilkada 22 Agustus 2024, Jadi Momen Bersejarah Rakyat Kawal Demokrasi","JAKARTA, KOMPAS.TV - Kamis (22/08/2024) menjadi momen bersejarah kala rakyat mengawal demokrasi yang kian berada di ...",https://www.youtube.com/watch?v=3fTfXfekhlU,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,1 tahun yang lalu,0,0,0,3.33,https://i.ytimg.com/vi/3fTfXfekhlU/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCxW0-gvc88eiwxowL9lx67i8n5pA,video,"{'scraped_at': '2026-01-08T16:33:12.139859', 'scraper': 'youtube', 'keywords': ['mengawal', 'jadi', 'kian', 'demokrasi', 'momen', 'pilkada', 'menjadi', 'demo', 'rakyat', 'kompas'], 'language': 'id'}",revisi UU Pilkada
BtyFnXLsT2w,Suasana Malam Depan DPR usai Pengumuman Revisi UU Pilkada Dibatalkan,"JAKARTA, KOMPASTV - Pimpinan DPR telah mengumumkan pembahasan revisi uu Pilkada dibatalkan, Kamis (22/8/2024).",https://www.youtube.com/watch?v=BtyFnXLsT2w,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,1 tahun yang lalu,0,0,0,8.35,https://i.ytimg.com/vi/BtyFnXLsT2w/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4_wco7o7xRZW5Ee7rXUASrMjL-g,video,"{'scraped_at': '2026-01-08T16:33:12.139859', 'scraper': 'youtube', 'keywords': ['revisi', 'pimpinan', 'dibatalkan', 'dpr', 'telah', 'kompastv', 'mengumumkan', 'jakarta', 'pembahasan', 'kamis'], 'language': 'id'}",revisi UU Pilkada
OchSBI08-lM,DEMO TOLAK REVISI UU PILKADA 18.00 PETANG WIB,"JAKARTA, KOMPAS.TV - Liputan, AKSI DEMO TOLAK REVISI UU PILKADA , PUKUL 18.10 WIB PETANG tolakruupilkada ...",https://www.youtube.com/watch?v=OchSBI08-lM,UCRdwWPjiCuG37GIsnt4breg,KOMPASTV MAKASSAR,1 tahun yang lalu,0,0,0,15.47,https://i.ytimg.com/vi/OchSBI08-lM/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB8eqtbxMhfNQXE82XcL6fiqEgtCg,video,"{'scraped_at': '2026-01-08T16:33:12.139859', 'scraper': 'youtube', 'keywords': ['demo', 'revisi', 'liputan', 'wib', 'jakarta', 'aksi', 'tolakruupilkada', 'kompas', 'pilkada', 'tolak'], 'language': 'id'}",revisi UU Pilkada
d2e3c5gU7Uw,Puan Respons Ramai Penolakan Revisi UU Pilkada | Kabar Hari Ini tvOne,"Kabar Hari Ini, - Puan Respons Ramai Penolakan Revisi UU Pilkada | Kabar Hari Ini tvOne Ketua ...",https://www.youtube.com/watch?v=d2e3c5gU7Uw,UCER4rvDnRBPr_ncYW4UCZjg,tvOneNews,1 tahun yang lalu,0,0,0,4.38,https://i.ytimg.com/vi/d2e3c5gU7Uw/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDlY-ALEY6NP4jHlPFKcAZLY8bWZg,video,"{'scraped_at': '2026-01-08T16:33:12.139859', 'scraper': 'youtube', 'keywords': ['revisi', 'https', 'tvone', 'puan', 'com', 'kabar', 'tvonenews', 'penolakan', 'ramai', 'www'], 'language': 'id'}",revisi UU Pilkada
Oo_vl1PM4po,Pemerintah Bantah Rencana Revisi UU Pemilu dan UU Pilkada - Liputan6.com,"Menteri Sekretaris Negara, Pratikno membantah adanya rencana pemerintah untuk merevisi UU Pemilu dan UU Pilkada .",https://www.youtube.com/watch?v=Oo_vl1PM4po,UCI3KTrej3SVwmplRaLu-YFQ,Enam+,4 tahun yang lalu,0,0,0,4.02,https://i.ytimg.com/vi/Oo_vl1PM4po/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC6fbKKY0sWXVMPNAOdQU7si5KORA,video,"{'scraped_at': '2026-01-08T16:33:12.139859', 'scraper': 'youtube', 'keywords': ['bantah', 'revisi', 'com', 'adanya', 'pemilu', 'membantah', 'pemerintah', 'liputan6', 'pratikno', 'rencana'], 'language': 'id'}",revisi UU Pilkada
WzeS6xVA11Q,"Dulu Digagalkan SBY, Sekarang Demokrat Dukung Pilkada via DPRD: PDIP Sumsel Menolak!","... membuka kembali wacana perubahan sistem pilkada , termasuk kemungkinan pemilihan kepala daerah dilakukan oleh DPRD.",https://www.youtube.com/watch?v=WzeS6xVA11Q,UCT5H_ppXrhC7SFurhrezJKw,Tribun Sumsel,1 hari yang lalu,0,0,0,7.37,https://i.ytimg.com/vi/WzeS6xVA11Q/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAuQOBZt_bDL4MkHwg_OR5kXm0JVg,video,"{'scraped_at': '2026-01-08T16:38:20.162401', 'scraper': 'youtube', 'keywords': ['pdip', 'sby', 'pilkada', 'menolak', 'pemilihan', 'dulu', 'sistem', 'oleh', 'via', 'membuka'], 'language': 'id'}",perubahan sistem pilkada
nn_BM156e78,"Dukung Penghapusan Pilkada Langsung, Demokrat: Ongkosnya Terlalu Besar | THT Pagi","... membuka kembali wacana perubahan sistem pilkada , termasuk kemungkinan pemilihan kepala daerah dilakukan oleh DPRD.",https://www.youtube.com/watch?v=nn_BM156e78,UCPkKy2qo04uNtJYmGkS972Q,Trijaya FM,13 jam yang lalu,0,0,0,8.45,https://i.ytimg.com/vi/nn_BM156e78/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLASW4deq51zMJ8ev5kENkbIGv-RdQ,video,"{'scraped_at': '2026-01-08T16:38:20.162401', 'scraper': 'youtube', 'keywords': ['terlalu', 'ongkosnya', 'pilkada', 'pemilihan', 'pagi', 'sistem', 'oleh', 'membuka', 'langsung', 'penghapusan'], 'language': 'id'}",perubahan sistem pilkada
onPC9wMJTwk,"Sikap Demokrat soal Pilkada Lewat DPRD ""Tekanan atau Demi Kekuasaan?""",Demokrat menyatakan akan sejalan dengan Presiden Prabowo Subianto soal wacana perubahan sistem pilkada melalui DPRD.,https://www.youtube.com/watch?v=onPC9wMJTwk,UCypJ8Xhh-2bUfkT9KYoltmA,KOMPASTV JAWA TENGAH,1 hari yang lalu,0,0,0,4.47,https://i.ytimg.com/vi/onPC9wMJTwk/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBfFdUq1BxVPYOUi9E0mL3V3EAs8Q,video,"{'scraped_at': '2026-01-08T16:38:20.163400', 'scraper': 'youtube', 'keywords': ['atau', 'menyatakan', 'soal', 'pilkada', 'kekuasaan', 'demi', 'sistem', 'melalui', 'subianto', 'perubahan'], 'language': 'id'}",perubahan sistem pilkada
6Lggn1v84Ec,Lemhanas Nilai Wacana Perubahan Sistem Pilkada Perlu Dikaji,Gubernur Lembaga Ketahanan Nasional menanggapi wacana usulan perubahan sistem pemilihan kepala daerah. Menurutnya ...,https://www.youtube.com/watch?v=6Lggn1v84Ec,UCqLsfkQSM0yfyGvONAGWd3Q,BeritaSatu,7 tahun yang lalu,0,0,0,2.17,https://i.ytimg.com/vi/6Lggn1v84Ec/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAdJli5gSkRmr124FBYDKXYM2bzPw,video,"{'scraped_at': '2026-01-08T16:38:20.163400', 'scraper': 'youtube', 'keywords': ['dikaji', 'daerah', 'usulan', 'kepala', 'pemilihan', 'perlu', 'perubahan', 'sistem', 'gubernur', 'lemhanas'], 'language': 'id'}",perubahan sistem pilkada
sdZHAumwNIQ,Gerindra Dukung Pilkada Lewat DPRD: Kita Harus Berani Lakukan Perubahan Sistem,"JAKARTA, KOMPAS.TV - Ketua DPP Partai Gerindra Prasetyo Hadi menilai langkah partainya mendukung usulan kepala daerah ...",https://www.youtube.com/watch?v=sdZHAumwNIQ,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,10 hari yang lalu,0,0,0,6.41,https://i.ytimg.com/vi/sdZHAumwNIQ/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB6roDsqZ-I8xu9nUVzCxeqU-LyNw,video,"{'scraped_at': '2026-01-08T16:38:20.163400', 'scraper': 'youtube', 'keywords': ['usulan', 'berani', 'partai', 'ketua', 'dpp', 'pilkada', 'kita', 'sistem', 'kompas', 'prasetyo'], 'language': 'id'}",perubahan sistem pilkada
pOpu5xZk1ZY,"Koalisi Pemerintahan Setuju Pilkada Lewat DPRD, PDIP: Upaya Langgengkan Kekuasaan",TV - Kini Demokrat menyatakan akan sejalan dengan Presiden Prabowo Subianto terkait wacana perubahan sistem pilkada ...,https://www.youtube.com/watch?v=pOpu5xZk1ZY,UC7gVU6HkjK3UIadwNGGiA7Q,KOMPASTV JAWA BARAT,8 jam yang lalu,0,0,0,4.38,https://i.ytimg.com/vi/pOpu5xZk1ZY/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA0qQZwsV1M4BuczBWi9UmPGZyUoA,video,"{'scraped_at': '2026-01-08T16:38:20.163400', 'scraper': 'youtube', 'keywords': ['setuju', 'pdip', 'pilkada', 'kekuasaan', 'koalisi', 'pemerintahan', 'sistem', 'upaya', 'subianto', 'kini'], 'language': 'id'}",perubahan sistem pilkada
0XjQOucpZM8,"Demokrat Kini Dukung Pilkada Lewat DPRD, Sebut Opsi Konstitusional yang Sah",... Demokrat secara resmi menyatakan keselarasan sikap dengan Presiden Prabowo terkait wacana perubahan sistem pilkada .,https://www.youtube.com/watch?v=0XjQOucpZM8,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,2 hari yang lalu,0,0,0,4.58,https://i.ytimg.com/vi/0XjQOucpZM8/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAbsQ4xe63PZr7ZGeTLAxaQh0T_Ng,video,"{'scraped_at': '2026-01-08T16:38:20.164400', 'scraper': 'youtube', 'keywords': ['menyatakan', 'opsi', 'pilkada', 'resmi', 'sistem', 'keselarasan', 'kini', 'perubahan', 'terkait', 'prabowo'], 'language': 'id'}",perubahan sistem pilkada
u_m63q7D9Ao,"Usul Kepala Daerah Dipilih oleh DPRD, Presiden Prabowo: Biaya Mahal, Perbaiki Sistem Pilkada",KOMPAS.TV - Presiden Prabowo Subianto mengusulkan perubahan sistem pemilihan kepala daerah agar kembali dilakukan ...,https://www.youtube.com/watch?v=u_m63q7D9Ao,UCOuwLct59ZOFrwhDIY6tVxw,KOMPASTV JEMBER,1 tahun yang lalu,0,0,0,3.24,https://i.ytimg.com/vi/u_m63q7D9Ao/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDRExLgO_vPaDoDFkJQPW--Aw8lfw,video,"{'scraped_at': '2026-01-08T16:38:20.164400', 'scraper': 'youtube', 'keywords': ['mengusulkan', 'pilkada', 'pemilihan', 'dipilih', 'oleh', 'sistem', 'mahal', 'kompas', 'subianto', 'daerah'], 'language': 'id'}",perubahan sistem pilkada
iBdoa9Ii3Bg,Mahfud MD Peringatkan Kisruh Nasional di 2026 Imbas Pilkada Dipilih DPRD: Politik & Hukum Memanas,Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru TRIBUN-VIDEO.COM - Mahfud ...,https://www.youtube.com/watch?v=iBdoa9Ii3Bg,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,5 hari yang lalu,0,0,0,0.06,https://i.ytimg.com/vi/iBdoa9Ii3Bg/hq720_2.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARgTIFAofzAP&rs=AOn4CLCk-a3eUo7JHyxg6i-TB52455uZ4A,video,"{'scraped_at': '2026-01-08T16:38:20.164400', 'scraper': 'youtube', 'keywords': ['peringatkan', 'play', 'mahfud', 'atau', 'tribun', 'kisruh', 'pilkada', 'com', 'dipilih', 'aplikasi'], 'language': 'id'}",perubahan sistem pilkada
bN9qGU9Vg8k,Penilaian Masyarakat Terhadap Perubahan Sistem Pemilu,"MetroTV, Sejumlah masyarakat menilai perubahan sistem pemilu dari proporsional terbuka ke proporsional tertutup sangat ...",https://www.youtube.com/watch?v=bN9qGU9Vg8k,UCzl0OrB3-ehunyotIQvK77A,METRO TV,2 tahun yang lalu,0,0,0,1.31,https://i.ytimg.com/vi/bN9qGU9Vg8k/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAK1dGAoX7pfVd2_qGHYFTdkY8-pg,video,"{'scraped_at': '2026-01-08T16:38:20.164400', 'scraper': 'youtube', 'keywords': ['terhadap', 'sangat', 'pemilu', 'menilai', 'sistem', 'perubahan', 'penilaian', 'tertutup', 'masyarakat', 'terbuka'], 'language': 'id'}",perubahan sistem pilkada
m1k9EK380Wc,"Koalisi Prabowo Dukung Pilkada Lewat DPRD, PDIP Tolak Karena Nilai Upaya Langgengkan Kekuasaan",TV - Kini Demokrat menyatakan akan sejalan dengan Presiden Prabowo Subianto terkait wacana perubahan sistem pilkada ...,https://www.youtube.com/watch?v=m1k9EK380Wc,UCuAeylJ9TmW0C7XBF6KlpEQ,KOMPASTV MALANG,9 jam yang lalu,0,0,0,4.38,https://i.ytimg.com/vi/m1k9EK380Wc/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCvtBAUGh4_S03LQOA5S6OcoOeySg,video,"{'scraped_at': '2026-01-08T16:38:20.165401', 'scraper': 'youtube', 'keywords': ['pdip', 'pilkada', 'kekuasaan', 'koalisi', 'sistem', 'upaya', 'karena', 'subianto', 'kini', 'sejalan'], 'language': 'id'}",perubahan sistem pilkada
u2YHBo3tOwE,"Presiden Prabowo Berhenti Pidato, Minta Izin hingga Para Menteri Berdiri",Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru SURYA.CO.ID - Presiden ...,https://www.youtube.com/watch?v=u2YHBo3tOwE,UCdygRiDGTM9kjc-7hrrB-7Q,Harian Surya,1 hari yang lalu,0,0,0,0.13,https://i.ytimg.com/vi/u2YHBo3tOwE/hq720_2.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhlIF4oSTAP&rs=AOn4CLA92jCuhPXq2-BmPNlCIRwDy-z0vQ,video,"{'scraped_at': '2026-01-08T16:43:15.090535', 'scraper': 'youtube', 'keywords': ['play', 'para', 'atau', 'minta', 'berdiri', 'aplikasi', 'hingga', 'tribunx', 'store', 'pengalaman'], 'language': 'id'}",gubernur tidak langsung
mTSViaQD4s4,Respons Gubernur KDM soal Pemuda Viralkan Jalan Rusak Diintimidasi dan Dipolisikan Keluarga Kades,Holis Muhlisin (31) tiba-tiba menjadi sorotan publik setelah sebuah video yang memperlihatkan dirinya mendapat tekanan dari ...,https://www.youtube.com/watch?v=mTSViaQD4s4,UCT5H_ppXrhC7SFurhrezJKw,Tribun Sumsel,4 hari yang lalu,0,0,0,3.29,https://i.ytimg.com/vi/mTSViaQD4s4/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAVp5hjphm5POsR1L9se000mharFw,video,"{'scraped_at': '2026-01-08T16:43:15.090535', 'scraper': 'youtube', 'keywords': ['holis', 'muhlisin', 'viralkan', 'sebuah', 'soal', 'gubernur', 'kades', 'menjadi', 'tiba', 'jalan'], 'language': 'id'}",gubernur tidak langsung
